,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
31,0.02134556770324707,0.005372319623039927,0.0015932559967041016,0.00048652231999926334,0.4,11,"{'learning_rate': 0.4, 'n_estimators': 11}",0.9666666666666667,0.9333333333333333,0.9,0.9,1.0,0.94,0.038873012632301994,58,0.925,0.9166666666666666,0.975,0.9333333333333333,0.9083333333333333,0.9316666666666666,0.023213980461973528
32,0.036304569244384764,0.004990575874418673,0.0031899929046630858,0.00039950521257613484,0.4,21,"{'learning_rate': 0.4, 'n_estimators': 21}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.925,0.975,0.95,0.9083333333333333,0.9366666666666668,0.023333333333333314
33,0.04587736129760742,0.0022745815432788645,0.004787349700927734,0.0007465824569513974,0.4,31,"{'learning_rate': 0.4, 'n_estimators': 31}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
34,0.06801786422729492,0.004058899406745827,0.006582021713256836,0.0013524727848012615,0.4,41,"{'learning_rate': 0.4, 'n_estimators': 41}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
35,0.10272459983825684,0.022663609505035015,0.00877838134765625,0.0026341419864586084,0.4,51,"{'learning_rate': 0.4, 'n_estimators': 51}",0.9666666666666667,0.9333333333333333,0.9,0.9,1.0,0.94,0.038873012632301994,58,0.925,0.9166666666666666,0.975,0.9333333333333333,0.9083333333333333,0.9316666666666666,0.023213980461973528
36,0.14261560440063475,0.026409046005987424,0.019747257232666016,0.009759114216611343,0.4,61,"{'learning_rate': 0.4, 'n_estimators': 61}",0.9666666666666667,0.9666666666666667,0.9,0.9,1.0,0.9466666666666667,0.03999999999999999,14,0.925,0.925,0.975,0.9333333333333333,0.9083333333333333,0.9333333333333333,0.022360679774997883
37,0.20066289901733397,0.055161011187881664,0.016158103942871094,0.009451876058545392,0.4,71,"{'learning_rate': 0.4, 'n_estimators': 71}",0.9666666666666667,0.9666666666666667,0.9,0.9,1.0,0.9466666666666667,0.03999999999999999,14,0.925,0.925,0.975,0.9333333333333333,0.9083333333333333,0.9333333333333333,0.022360679774997883
38,0.21756625175476074,0.054888313939546,0.015375232696533203,0.005541275439197234,0.4,81,"{'learning_rate': 0.4, 'n_estimators': 81}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
39,0.2688162803649902,0.08829796446196206,0.02064504623413086,0.00487486966404164,0.4,91,"{'learning_rate': 0.4, 'n_estimators': 91}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
40,0.0015955924987792968,0.0004886945031838398,0.0003991127014160156,0.0004888113271977794,0.5,1,"{'learning_rate': 0.5, 'n_estimators': 1}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,82,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
41,0.01655583381652832,0.0013534009294801622,0.0015956401824951173,0.0004887338632302708,0.5,11,"{'learning_rate': 0.5, 'n_estimators': 11}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.9583333333333334,0.9416666666666667,0.9433333333333334,0.021343747458109495
42,0.03311200141906738,0.005691124579204314,0.0033907413482666014,0.0004886555540883141,0.5,21,"{'learning_rate': 0.5, 'n_estimators': 21}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.925,0.975,0.95,0.9083333333333333,0.9366666666666668,0.023333333333333314
