,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1264,0.0005985260009765625,0.00079803466796875,0.0003989696502685547,0.0004886360853561638,7,3.2,linear,"{'C': 7, 'gamma': 3.2, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1265,0.005185413360595703,0.006414452533393021,0.00040073394775390624,0.0004908043522939971,7,3.2,rbf,"{'C': 7, 'gamma': 3.2, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,0.9916666666666667,1.0,1.0,1.0,0.9916666666666667,0.9966666666666667,0.004082482904638616
1266,0.0007975578308105468,0.00039877952834267764,0.00019936561584472657,0.00039873123168945315,7,3.3000000000000003,linear,"{'C': 7, 'gamma': 3.3000000000000003, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1267,0.0013963699340820313,0.0004890450216857565,0.000997304916381836,0.0006309773348502634,7,3.3000000000000003,rbf,"{'C': 7, 'gamma': 3.3000000000000003, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,0.9916666666666667,1.0,1.0,1.0,1.0,0.9983333333333334,0.003333333333333322
1268,0.000399017333984375,0.0004886944566570865,0.0019949913024902345,0.003025510097242677,7,3.4000000000000004,linear,"{'C': 7, 'gamma': 3.4000000000000004, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1269,0.0015954017639160157,0.0004883441474756509,0.00019941329956054687,0.00039882659912109374,7,3.4000000000000004,rbf,"{'C': 7, 'gamma': 3.4000000000000004, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,0.9916666666666667,1.0,1.0,1.0,1.0,0.9983333333333334,0.003333333333333322
1270,0.0007915496826171875,0.00039596636286052845,0.0006044387817382812,0.0004936519730411014,7,3.5,linear,"{'C': 7, 'gamma': 3.5, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1271,0.0021943092346191407,0.0009768635338920691,0.002393293380737305,0.0038156640538345677,7,3.5,rbf,"{'C': 7, 'gamma': 3.5, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,0.9916666666666667,1.0,1.0,1.0,1.0,0.9983333333333334,0.003333333333333322
1272,0.0005983829498291016,0.0004885776558898482,0.00039873123168945315,0.0004883440543553797,7,3.6,linear,"{'C': 7, 'gamma': 3.6, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1273,0.0013966083526611329,0.0004885582724789894,0.0007979393005371094,0.0003989697215063215,7,3.6,rbf,"{'C': 7, 'gamma': 3.6, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1274,0.0001994609832763672,0.0003989219665527344,0.0017955303192138672,0.0021298526014505094,7,3.7,linear,"{'C': 7, 'gamma': 3.7, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1275,0.0019945144653320313,0.0010924928466947267,0.0007979393005371094,0.0007464677353311396,7,3.7,rbf,"{'C': 7, 'gamma': 3.7, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
