,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
192,0.11237025260925293,0.002028769873538,0.0015252113342285156,0.00045006146791754653,sqrt,451,12,"{'max_features': 'sqrt', 'min_samples_leaf': 451, 'n_estimators': 12}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
193,0.1105881690979004,0.001619851119280483,0.001319551467895508,0.00042725313449065066,sqrt,451,13,"{'max_features': 'sqrt', 'min_samples_leaf': 451, 'n_estimators': 13}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
194,0.11216340065002442,0.0016156305958768557,0.0021309852600097656,0.0004480971239719304,sqrt,451,14,"{'max_features': 'sqrt', 'min_samples_leaf': 451, 'n_estimators': 14}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
195,0.11015748977661133,0.0011199232746392869,0.001540803909301758,0.00044509622732772465,sqrt,451,15,"{'max_features': 'sqrt', 'min_samples_leaf': 451, 'n_estimators': 15}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
196,0.11117424964904785,0.0005692023472749692,0.0017170906066894531,0.00041505323479626845,sqrt,451,16,"{'max_features': 'sqrt', 'min_samples_leaf': 451, 'n_estimators': 16}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
197,0.11410408020019532,0.002994639072239579,0.0015855789184570312,0.0004956617464331162,sqrt,451,17,"{'max_features': 'sqrt', 'min_samples_leaf': 451, 'n_estimators': 17}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
198,0.11296072006225585,0.0009720045480538902,0.0021316051483154298,0.0002778274260197506,sqrt,451,18,"{'max_features': 'sqrt', 'min_samples_leaf': 451, 'n_estimators': 18}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
199,0.1127241611480713,0.001122046697357466,0.0017718791961669922,0.0006906549860001666,sqrt,451,19,"{'max_features': 'sqrt', 'min_samples_leaf': 451, 'n_estimators': 19}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
200,0.10870881080627441,0.0012620298944529436,0.0015964031219482422,0.0011966468459385345,log2,1,10,"{'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 10}",0.9666666666666667,0.9666666666666667,0.9,0.9666666666666667,1.0,0.96,0.03265986323710903,4,0.9916666666666667,1.0,0.9916666666666667,1.0,0.9916666666666667,0.9949999999999999,0.004082482904638616
201,0.11289896965026855,0.0075027725764361146,0.0013953685760498048,0.0004890893092966433,log2,1,11,"{'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 11}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,1,0.9916666666666667,0.975,0.9833333333333333,1.0,0.975,0.985,0.009718253158075516
