,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
15,0.0001994609832763672,0.00039892196655273444,0.001196146011352539,0.00039911295777999683,2,distance,1,"{'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.96,0.024944382578492935,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16,0.0007979869842529297,0.0003989939017189734,0.0009972095489501954,5.135693366178993e-07,2,distance,2,"{'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.96,0.024944382578492935,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17,0.0,0.0,0.0017955303192138672,0.0003987552553013956,2,distance,3,"{'n_neighbors': 2, 'p': 3, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.96,0.024944382578492935,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18,0.003391599655151367,0.005300632002428235,0.002792072296142578,0.0011634318876129557,2,distance,4,"{'n_neighbors': 2, 'p': 4, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.96,0.024944382578492935,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19,0.0005985736846923828,0.0004887334212615316,0.0015958786010742188,0.0007968068564273957,2,distance,5,"{'n_neighbors': 2, 'p': 5, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.96,0.024944382578492935,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20,0.0003990650177001953,0.0004887528395952576,0.0015963077545166015,0.0004883054544737971,3,distance,1,"{'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.96,0.024944382578492935,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21,0.0003989219665527344,0.0004885776558898482,0.0013956546783447266,0.0004886555308230838,3,distance,2,"{'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,0.0007977008819580079,0.0003988509077256054,0.003590250015258789,0.003252724295011754,3,distance,3,"{'n_neighbors': 3, 'p': 3, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23,0.0003990650177001953,0.0007981300354003906,0.0025934219360351563,0.002239041749246461,3,distance,4,"{'n_neighbors': 3, 'p': 4, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24,0.000997447967529297,0.0006305250324123834,0.0019948482513427734,0.0006312039913159486,3,distance,5,"{'n_neighbors': 3, 'p': 5, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25,0.0005986213684082032,0.0004887723083287987,0.005186223983764648,0.005366760140198572,4,distance,1,"{'n_neighbors': 4, 'p': 1, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.96,0.024944382578492935,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26,0.0005986690521240234,0.0007981658102052187,0.00199432373046875,0.0015450181873463604,4,distance,2,"{'n_neighbors': 4, 'p': 2, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27,0.0025930881500244142,0.003191566492219867,0.002792549133300781,0.00222115506067581,4,distance,3,"{'n_neighbors': 4, 'p': 3, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28,0.0007982254028320312,0.0003991130717194912,0.0017952442169189454,0.0007462765594539007,4,distance,4,"{'n_neighbors': 4, 'p': 4, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29,0.0005981922149658203,0.0004884220456740979,0.0033916473388671876,0.0033139272430328876,4,distance,5,"{'n_neighbors': 4, 'p': 5, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.02108185106778919,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30,0.0005984783172607421,0.0004886555540883141,0.0033911705017089845,0.0029990033298998107,5,distance,1,"{'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9,0.9666666666666667,1.0,0.96,0.03265986323710903,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31,0.0001994609832763672,0.00039892196655273444,0.0011966705322265625,0.0003992080973257464,5,distance,2,"{'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.9666666666666667,1.0,0.9,0.9666666666666667,1.0,0.9666666666666667,0.036514837167011066,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32,0.0003990650177001953,0.0004887528861164533,0.0033905029296875,0.003816421823494749,5,distance,3,"{'n_neighbors': 5, 'p': 3, 'weights': 'distance'}",0.9666666666666667,1.0,0.9,0.9666666666666667,1.0,0.9666666666666667,0.036514837167011066,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
33,0.000595855712890625,0.00048653605506900326,0.001795196533203125,0.0007462637507019352,5,distance,4,"{'n_neighbors': 5, 'p': 4, 'weights': 'distance'}",0.9666666666666667,1.0,0.9,0.9666666666666667,1.0,0.9666666666666667,0.036514837167011066,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34,0.00039873123168945315,0.0004883441241955847,0.0021939754486083986,0.0007459581035210188,5,distance,5,"{'n_neighbors': 5, 'p': 5, 'weights': 'distance'}",0.9666666666666667,1.0,0.9333333333333333,0.9666666666666667,1.0,0.9733333333333334,0.024944382578492935,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35,0.0005984783172607421,0.0004886555540883141,0.0017955780029296875,0.0015958310776481692,6,distance,1,"{'n_neighbors': 6, 'p': 1, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,59,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36,0.000598001480102539,0.00048826645106002457,0.0013965606689453126,0.0004885975318134296,6,distance,2,"{'n_neighbors': 6, 'p': 2, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37,0.0005987644195556641,0.0004888893183867401,0.0015931129455566406,0.0004861070564755826,6,distance,3,"{'n_neighbors': 6, 'p': 3, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
38,0.00039920806884765627,0.0004889286162455632,0.003989171981811523,0.004039212777147081,6,distance,4,"{'n_neighbors': 6, 'p': 4, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
39,0.0003989219665527344,0.0004885777256966609,0.0015952587127685547,0.0004880325934077475,6,distance,5,"{'n_neighbors': 6, 'p': 5, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
40,0.0005988597869873047,0.0004889669762803781,0.0009969711303710938,5.56082906231432e-07,7,distance,1,"{'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9,0.9666666666666667,1.0,0.96,0.03265986323710903,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
41,0.004388046264648437,0.007791911284281069,0.0019948482513427734,0.0015448950238820427,7,distance,2,"{'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
42,0.0005982398986816406,0.0004884608551226126,0.00578460693359375,0.007091130488356103,7,distance,3,"{'n_neighbors': 7, 'p': 3, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43,0.0007981300354003906,0.0011634235738381524,0.001595449447631836,0.0004883829957038617,7,distance,4,"{'n_neighbors': 7, 'p': 4, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
44,0.0005985736846923828,0.0004887336538767073,0.001595449447631836,0.0004890643160676149,7,distance,5,"{'n_neighbors': 7, 'p': 5, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
45,0.00039882659912109374,0.0004884608551226126,0.0015956878662109375,0.0004883830888167079,8,distance,1,"{'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.96,0.024944382578492935,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
46,0.0005984306335449219,0.0004886166205017064,0.0009975910186767578,6.641573084442196e-07,8,distance,2,"{'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
47,0.004787302017211914,0.008588654656349459,0.0021942138671875,0.0007464039342458995,8,distance,3,"{'n_neighbors': 8, 'p': 3, 'weights': 'distance'}",0.9666666666666667,1.0,1.0,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
48,0.005385541915893554,0.00928316559805518,0.002395343780517578,0.00048749573208308486,8,distance,4,"{'n_neighbors': 8, 'p': 4, 'weights': 'distance'}",0.9666666666666667,1.0,1.0,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
49,0.0007977008819580079,0.0007462765442200256,0.0017951011657714843,0.00039877904369457556,8,distance,5,"{'n_neighbors': 8, 'p': 5, 'weights': 'distance'}",0.9666666666666667,1.0,1.0,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
50,0.0003990650177001953,0.000488753537412727,0.003789663314819336,0.004609155834718257,9,distance,1,"{'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.9666666666666667,0.9666666666666667,0.9,0.9666666666666667,1.0,0.96,0.03265986323710903,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
51,0.001394510269165039,0.0018497897728421457,0.0015955924987792968,0.0007982135046023163,9,distance,2,"{'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.9666666666666667,1.0,0.9333333333333333,0.9666666666666667,1.0,0.9733333333333334,0.024944382578492935,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
52,0.0007975101470947266,0.00039875519828053163,0.001595783233642578,0.0004885582957488512,9,distance,3,"{'n_neighbors': 9, 'p': 3, 'weights': 'distance'}",0.9666666666666667,1.0,1.0,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
53,0.0033913612365722655,0.0038674165536971097,0.0017952919006347656,0.0007471176595610781,9,distance,4,"{'n_neighbors': 9, 'p': 4, 'weights': 'distance'}",0.9666666666666667,1.0,1.0,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
54,0.000798177719116211,0.00039908906964670793,0.001595449447631836,0.0004886753989263963,9,distance,5,"{'n_neighbors': 9, 'p': 5, 'weights': 'distance'}",0.9666666666666667,1.0,1.0,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
55,0.0005985260009765625,0.0004886945031838398,0.0021944522857666017,0.0007465951536439569,10,distance,1,"{'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",0.9666666666666667,1.0,0.9333333333333333,0.9666666666666667,1.0,0.9733333333333334,0.024944382578492935,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
56,0.0005984306335449219,0.0007978082037167974,0.0061833858489990234,0.009881297543571218,10,distance,2,"{'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",0.9666666666666667,1.0,1.0,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
57,0.000798177719116211,0.000399088955700361,0.0037896156311035155,0.004107331348038099,10,distance,3,"{'n_neighbors': 10, 'p': 3, 'weights': 'distance'}",0.9666666666666667,1.0,1.0,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
58,0.0007980823516845703,0.0003990423831042803,0.003789329528808594,0.0009773110383809365,10,distance,4,"{'n_neighbors': 10, 'p': 4, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
59,0.0007982730865478515,0.0003991368103037843,0.002193641662597656,0.0007470667791877121,10,distance,5,"{'n_neighbors': 10, 'p': 5, 'weights': 'distance'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.98,0.016329931618554516,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
